<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20150129,000000,1275.2000000,1276.2000000,1251.0000000,1265.7000000,48959
20150130,000000,1265.6000000,1285.4000000,1258.1000000,1283.7000000,112556
20150201,000000,1282.6000000,1283.9000000,1274.1000000,1276.6000000,27133
20150202,000000,1276.5000000,1286.5000000,1266.5000000,1281.8000000,120270
20150203,000000,1281.9000000,1283.1000000,1255.8000000,1269.2000000,165718
20150204,000000,1269.1000000,1274.6000000,1259.5000000,1260.9000000,115315
20150205,000000,1260.9000000,1269.0000000,1256.1000000,1265.1000000,86356
20150206,000000,1265.1000000,1267.2000000,1228.2000000,1233.3000000,165654
20150208,000000,1235.9000000,1243.6000000,1234.4000000,1241.3000000,33348
20150209,000000,1241.4000000,1245.9000000,1236.0000000,1237.9000000,73355
20150210,000000,1237.9000000,1240.0000000,1230.6000000,1234.0000000,85665
20150211,000000,1233.9000000,1238.1000000,1216.5000000,1222.9000000,127704
20150212,000000,1223.0000000,1230.9000000,1219.2000000,1224.6000000,84863
20150213,000000,1224.7000000,1234.9000000,1223.0000000,1227.9000000,60331
20150215,000000,1227.5000000,1236.7000000,1227.0000000,1233.2000000,18711
20150216,000000,1233.2000000,1234.7000000,1219.6000000,1221.6000000,51154
20150217,000000,1221.6000000,1225.2000000,1202.0000000,1203.9000000,118958
20150218,000000,1204.0000000,1221.0000000,1197.2000000,1219.1000000,113927
20150219,000000,1219.2000000,1222.9000000,1201.2000000,1203.7000000,92561
20150220,000000,1203.7000000,1215.3000000,1197.7000000,1203.4000000,77592
20150222,000000,1203.5000000,1204.7000000,1190.6000000,1192.9000000,32412
20150223,000000,1192.8000000,1210.3000000,1192.4000000,1198.0000000,93187
20150224,000000,1197.9000000,1211.7000000,1190.0000000,1206.7000000,118925
20150225,000000,1206.7000000,1219.9000000,1200.9000000,1217.8000000,93868
20150226,000000,1217.8000000,1219.9000000,1204.1000000,1206.1000000,100504
20150227,000000,1206.1000000,1219.2000000,1205.5000000,1213.7000000,75849
20150301,000000,1213.8000000,1223.0000000,1212.3000000,1216.7000000,40210
20150302,000000,1216.7000000,1219.6000000,1194.6000000,1207.4000000,125581
20150303,000000,1207.3000000,1214.4000000,1201.1000000,1203.7000000,111510
20150304,000000,1203.8000000,1207.0000000,1197.1000000,1199.8000000,91825
20150305,000000,1199.8000000,1208.9000000,1192.1000000,1195.9000000,106196
20150306,000000,1195.9000000,1197.7000000,1162.9000000,1168.2000000,156916
20150308,000000,1169.6000000,1173.6000000,1166.3000000,1173.1000000,29453
20150309,000000,1173.2000000,1174.4000000,1153.8000000,1157.1000000,107130
20150310,000000,1157.2000000,1169.6000000,1156.4000000,1160.5000000,114494
20150311,000000,1160.5000000,1165.7000000,1146.5000000,1158.7000000,142879
20150312,000000,1158.8000000,1160.9000000,1147.5000000,1157.6000000,111862
20150313,000000,1157.6000000,1158.8000000,1150.4000000,1158.4000000,74059
20150315,000000,1157.9000000,1163.3000000,1152.7000000,1158.5000000,26024
20150316,000000,1158.4000000,1158.4000000,1149.3000000,1152.7000000,86086
20150317,000000,1152.7000000,1159.3000000,1141.6000000,1146.0000000,137687
20150318,000000,1145.9000000,1177.0000000,1145.0000000,1164.7000000,174701
20150319,000000,1164.7000000,1173.1000000,1158.6000000,1170.2000000,120892
20150320,000000,1170.1000000,1187.4000000,1168.4000000,1181.7000000,111041
20150322,000000,1183.2000000,1186.6000000,1178.6000000,1181.0000000,31242
20150323,000000,1181.0000000,1192.4000000,1180.1000000,1190.5000000,103094
20150324,000000,1190.3000000,1194.5000000,1185.3000000,1192.2000000,116303
20150325,000000,1192.2000000,1219.5000000,1190.2000000,1212.7000000,129933
20150326,000000,1212.6000000,1213.4000000,1196.1000000,1197.7000000,115101
20150327,000000,1197.8000000,1202.2000000,1191.7000000,1198.3000000,58518
20150329,000000,1198.0000000,1198.5000000,1185.9000000,1188.6000000,4300
20150330,000000,1188.5000000,1190.4000000,1178.2000000,1179.9000000,8321
20150331,000000,1179.7000000,1190.1000000,1178.2000000,1182.3000000,23327
20150401,000000,1182.3000000,1208.7000000,1180.5000000,1202.3000000,138339
20150402,000000,1202.3000000,1205.9000000,1194.8000000,1202.5000000,80393
20150403,000000,1200.9000000,1200.9000000,1200.9000000,1200.9000000,1
20150405,000000,1212.6000000,1223.5000000,1212.6000000,1220.8000000,29611
20150406,000000,1221.0000000,1224.5000000,1207.5000000,1208.5000000,92553
20150407,000000,1208.4000000,1214.3000000,1207.8000000,1209.7000000,70960
20150408,000000,1209.5000000,1212.0000000,1192.4000000,1196.2000000,121477
20150409,000000,1196.2000000,1205.6000000,1192.7000000,1202.1000000,108761
20150410,000000,1202.1000000,1210.6000000,1198.9000000,1207.8000000,78812
20150412,000000,1207.2000000,1209.3000000,1198.2000000,1198.3000000,32223
20150413,000000,1198.3000000,1206.8000000,1189.7000000,1190.8000000,105967
20150414,000000,1190.8000000,1198.9000000,1183.5000000,1189.9000000,141109
20150415,000000,1189.8000000,1208.8000000,1188.3000000,1204.4000000,143228
20150416,000000,1204.5000000,1208.8000000,1194.3000000,1204.0000000,119324
20150417,000000,1204.0000000,1207.8000000,1200.5000000,1203.3000000,77680
20150419,000000,1204.4000000,1209.0000000,1202.4000000,1204.0000000,29707
20150420,000000,1203.9000000,1204.3000000,1190.8000000,1195.0000000,113067
20150421,000000,1195.0000000,1204.4000000,1194.2000000,1200.1000000,101484
20150422,000000,1200.2000000,1203.5000000,1183.6000000,1187.4000000,144313
20150423,000000,1187.4000000,1197.4000000,1185.3000000,1191.7000000,99262
20150424,000000,1191.8000000,1192.0000000,1174.1000000,1179.9000000,125178
20150426,000000,1179.3000000,1182.8000000,1177.6000000,1181.2000000,28492
20150427,000000,1181.2000000,1206.7000000,1180.7000000,1200.6000000,180026
20150428,000000,1200.7000000,1214.9000000,1199.8000000,1206.9000000,133105
20150429,000000,1206.9000000,1213.5000000,1199.3000000,1204.2000000,140387
20150430,000000,1204.1000000,1206.5000000,1176.0000000,1179.9000000,177175
20150501,000000,1179.9000000,1181.4000000,1168.4000000,1177.4000000,89582
20150503,000000,1176.6000000,1184.2000000,1176.6000000,1181.8000000,23223
20150504,000000,1181.7000000,1192.1000000,1179.5000000,1188.2000000,90321
20150505,000000,1188.1000000,1199.3000000,1185.7000000,1190.4000000,104301
20150506,000000,1190.4000000,1196.9000000,1180.6000000,1181.3000000,100603
20150507,000000,1181.4000000,1187.9000000,1177.9000000,1185.5000000,91270
20150508,000000,1185.3000000,1193.0000000,1180.5000000,1187.3000000,93121
20150510,000000,1189.0000000,1189.6000000,1183.1000000,1184.8000000,18216
20150511,000000,1184.8000000,1190.9000000,1178.0000000,1183.8000000,93268
20150512,000000,1183.9000000,1196.3000000,1182.8000000,1192.2000000,111915
20150513,000000,1192.3000000,1218.8000000,1191.7000000,1214.0000000,208736
20150514,000000,1214.0000000,1227.7000000,1213.8000000,1218.5000000,144625
20150515,000000,1218.5000000,1225.8000000,1210.6000000,1223.0000000,97779
20150517,000000,1222.8000000,1232.0000000,1221.2000000,1228.3000000,32835
20150518,000000,1228.4000000,1230.9000000,1216.8000000,1220.5000000,102322
20150519,000000,1220.5000000,1224.0000000,1202.7000000,1206.8000000,148910
20150520,000000,1206.8000000,1213.2000000,1205.8000000,1210.9000000,94557
20150521,000000,1211.0000000,1214.4000000,1200.8000000,1211.9000000,95174
20150522,000000,1212.0000000,1214.6000000,1201.0000000,1205.4000000,81353
20150524,000000,1205.2000000,1205.4000000,1202.3000000,1204.0000000,11920
20150525,000000,1203.9000000,1208.2000000,1194.4000000,1194.8000000,47201
20150526,000000,1194.7000000,1195.6000000,1184.8000000,1187.9000000,132536
20150527,000000,1187.9000000,1192.0000000,1183.0000000,1189.6000000,61396
20150528,000000,1189.7000000,1190.4000000,1179.6000000,1188.1000000,13921
20150529,000000,1188.0000000,1193.3000000,1185.7000000,1190.3000000,731
20150531,000000,1189.8000000,1197.7000000,1185.2000000,1187.4000000,26180
20150601,000000,1187.5000000,1204.7000000,1184.0000000,1186.9000000,162056
20150602,000000,1186.9000000,1196.4000000,1186.1000000,1189.0000000,97141
20150603,000000,1189.0000000,1193.4000000,1179.1000000,1182.2000000,128677
20150604,000000,1182.3000000,1183.8000000,1172.4000000,1175.0000000,129212
20150605,000000,1174.9000000,1176.1000000,1162.1000000,1171.8000000,112112
20150607,000000,1170.8000000,1177.1000000,1168.5000000,1173.6000000,42650
20150608,000000,1173.5000000,1181.0000000,1168.5000000,1179.5000000,83052
20150609,000000,1179.5000000,1184.9000000,1174.3000000,1183.0000000,91425
20150610,000000,1183.1000000,1191.8000000,1182.2000000,1182.6000000,99524
20150611,000000,1182.6000000,1184.7000000,1174.8000000,1178.7000000,98598
20150612,000000,1178.7000000,1182.8000000,1175.6000000,1180.8000000,56358
20150614,000000,1180.0000000,1185.9000000,1176.1000000,1178.0000000,27780
20150615,000000,1177.9000000,1190.2000000,1171.9000000,1182.7000000,118205
20150616,000000,1182.7000000,1184.3000000,1175.4000000,1178.8000000,83994
20150617,000000,1178.8000000,1197.5000000,1173.9000000,1195.6000000,121000
20150618,000000,1195.7000000,1205.7000000,1194.4000000,1199.5000000,149352
20150619,000000,1199.4000000,1204.0000000,1198.3000000,1199.8000000,56084
20150621,000000,1199.7000000,1200.8000000,1192.9000000,1195.7000000,22786
20150622,000000,1195.7000000,1195.9000000,1181.3000000,1183.0000000,116725
20150623,000000,1183.0000000,1184.7000000,1172.8000000,1175.9000000,109144
20150624,000000,1175.9000000,1179.7000000,1168.1000000,1174.0000000,99501
20150625,000000,1173.9000000,1178.0000000,1169.3000000,1177.3000000,84732
20150626,000000,1177.3000000,1177.5000000,1167.1000000,1173.7000000,65731
20150628,000000,1182.5000000,1187.6000000,1176.5000000,1177.9000000,50171
20150629,000000,1177.9000000,1183.5000000,1173.2000000,1176.4000000,102167
20150630,000000,1176.5000000,1178.4000000,1165.6000000,1172.0000000,130921
20150701,000000,1172.0000000,1172.8000000,1160.1000000,1164.5000000,95326
20150702,000000,1164.5000000,1169.3000000,1155.8000000,1167.8000000,107926
20150703,000000,1167.9000000,1169.0000000,1165.0000000,1167.8000000,17768
20150705,000000,1163.5000000,1174.4000000,1162.3000000,1163.9000000,32841
20150706,000000,1163.9000000,1173.7000000,1161.9000000,1166.4000000,79283
20150707,000000,1166.4000000,1167.3000000,1145.9000000,1151.3000000,210791
20150708,000000,1151.3000000,1165.7000000,1150.8000000,1162.7000000,133984
20150709,000000,1162.7000000,1166.9000000,1156.4000000,1161.7000000,97782
20150710,000000,1161.8000000,1164.5000000,1157.1000000,1162.3000000,67769
20150712,000000,1162.3000000,1163.9000000,1152.4000000,1153.6000000,33658
20150713,000000,1153.7000000,1158.2000000,1149.8000000,1153.0000000,85242
20150714,000000,1153.0000000,1159.1000000,1151.8000000,1154.1000000,56362
20150715,000000,1154.1000000,1154.8000000,1141.9000000,1144.1000000,128436
20150716,000000,1144.2000000,1146.5000000,1140.6000000,1142.7000000,87264
20150717,000000,1142.7000000,1143.4000000,1129.6000000,1132.3000000,109437
20150719,000000,1132.4000000,1132.5000000,1080.0000000,1114.3000000,95773
20150720,000000,1114.2000000,1114.9000000,1093.3000000,1106.7000000,171854
20150721,000000,1106.7000000,1108.8000000,1090.3000000,1093.1000000,143268
20150722,000000,1093.1000000,1104.9000000,1085.6000000,1103.3000000,140422
20150723,000000,1103.5000000,1103.6000000,1072.3000000,1083.0000000,151525
20150724,000000,1083.0000000,1100.9000000,1076.4000000,1098.5000000,134867
20150726,000000,1098.6000000,1104.4000000,1093.6000000,1101.6000000,41514
20150727,000000,1101.6000000,1101.7000000,1087.7000000,1094.8000000,131404
20150728,000000,1094.9000000,1098.5000000,1090.7000000,1096.2000000,86610
20150729,000000,1096.2000000,1100.9000000,1081.0000000,1084.4000000,80260
20150730,000000,1084.5000000,1094.7000000,1079.8000000,1081.2000000,47062
20150731,000000,1081.2000000,1103.0000000,1079.2000000,1095.0000000,126828
20150802,000000,1095.1000000,1098.0000000,1091.3000000,1092.8000000,30592
20150803,000000,1092.8000000,1093.6000000,1080.2000000,1090.4000000,107409
20150804,000000,1090.4000000,1094.4000000,1083.3000000,1084.8000000,95876
20150805,000000,1084.8000000,1091.7000000,1082.0000000,1084.2000000,97223
20150806,000000,1084.1000000,1096.9000000,1083.5000000,1091.2000000,98851
20150807,000000,1091.2000000,1098.9000000,1081.4000000,1093.3000000,131767
20150809,000000,1094.0000000,1097.9000000,1089.0000000,1094.3000000,25832
20150810,000000,1094.3000000,1119.1000000,1093.0000000,1112.4000000,206410
20150811,000000,1112.4000000,1119.4000000,1101.1000000,1116.1000000,163374
20150812,000000,1116.1000000,1126.3000000,1114.3000000,1117.5000000,155300
20150813,000000,1117.3000000,1118.0000000,1111.6000000,1116.1000000,103062
20150814,000000,1116.2000000,1120.4000000,1111.1000000,1113.2000000,71731
20150816,000000,1113.5000000,1119.3000000,1112.9000000,1116.7000000,24494
20150817,000000,1116.7000000,1122.2000000,1115.3000000,1119.1000000,87878
20150818,000000,1119.2000000,1123.7000000,1108.5000000,1121.8000000,118465
20150819,000000,1121.7000000,1141.8000000,1118.0000000,1137.0000000,153694
20150820,000000,1137.1000000,1167.9000000,1136.6000000,1150.9000000,194017
20150821,000000,1150.9000000,1161.3000000,1148.5000000,1159.9000000,121640
20150823,000000,1160.2000000,1165.0000000,1151.8000000,1154.8000000,66128
20150824,000000,1154.8000000,1169.8000000,1145.1000000,1148.7000000,213461
20150825,000000,1148.6000000,1152.5000000,1132.4000000,1137.8000000,173381
20150826,000000,1137.8000000,1137.8000000,1116.9000000,1124.7000000,164210
20150827,000000,1124.6000000,1132.3000000,1117.0000000,1128.0000000,136809
20150828,000000,1128.0000000,1140.3000000,1123.1000000,1133.3000000,101942
20150830,000000,1132.7000000,1134.7000000,1128.6000000,1131.9000000,23489
20150831,000000,1131.8000000,1143.7000000,1125.0000000,1141.5000000,102195
20150901,000000,1141.4000000,1147.3000000,1134.9000000,1140.2000000,103822
20150902,000000,1140.3000000,1141.1000000,1130.6000000,1132.2000000,86968
20150903,000000,1132.3000000,1132.6000000,1121.0000000,1124.5000000,100988
20150904,000000,1124.4000000,1133.1000000,1115.7000000,1122.3000000,90349
20150906,000000,1123.0000000,1124.1000000,1117.0000000,1120.8000000,19947
20150907,000000,1120.8000000,1122.5000000,1114.7000000,1119.2000000,37844
20150908,000000,1119.1000000,1126.0000000,1118.5000000,1120.6000000,89096
20150909,000000,1120.5000000,1121.4000000,1100.1000000,1106.0000000,147251
20150910,000000,1106.1000000,1114.1000000,1104.4000000,1106.1000000,110521
20150911,000000,1106.2000000,1108.4000000,1097.7000000,1107.9000000,80334
20150913,000000,1107.0000000,1108.8000000,1103.8000000,1106.2000000,17901
20150914,000000,1106.1000000,1109.8000000,1102.6000000,1104.8000000,66365
20150915,000000,1104.8000000,1108.3000000,1101.5000000,1107.0000000,70494
20150916,000000,1107.0000000,1123.7000000,1106.5000000,1118.9000000,125714
20150917,000000,1118.9000000,1136.0000000,1114.7000000,1132.9000000,132963
20150918,000000,1132.9000000,1141.5000000,1132.0000000,1139.1000000,107664
20150920,000000,1138.7000000,1139.4000000,1135.4000000,1138.2000000,19053
20150921,000000,1138.1000000,1138.1000000,1128.7000000,1134.3000000,76790
20150922,000000,1134.3000000,1134.4000000,1120.5000000,1126.3000000,109039
20150923,000000,1126.3000000,1137.0000000,1123.7000000,1134.8000000,85131
20150924,000000,1134.7000000,1156.4000000,1133.6000000,1141.6000000,199468
20150925,000000,1141.5000000,1148.3000000,1140.1000000,1145.5000000,85843
20150927,000000,1145.0000000,1147.8000000,1135.5000000,1137.6000000,32840
20150928,000000,1137.6000000,1138.4000000,1125.0000000,1126.3000000,122251
20150929,000000,1126.4000000,1134.3000000,1122.1000000,1124.9000000,90550
20150930,000000,1124.7000000,1124.8000000,1110.3000000,1112.7000000,124438
20151001,000000,1112.6000000,1118.5000000,1106.2000000,1106.5000000,76241
20151002,000000,1106.4000000,1140.9000000,1103.8000000,1137.6000000,149142
20151004,000000,1137.0000000,1139.2000000,1133.2000000,1135.2000000,18051
20151005,000000,1135.3000000,1141.6000000,1129.6000000,1136.3000000,105973
20151006,000000,1136.3000000,1152.7000000,1135.8000000,1148.2000000,123196
20151007,000000,1148.3000000,1153.6000000,1139.2000000,1142.8000000,108913
20151008,000000,1142.9000000,1154.5000000,1135.9000000,1153.4000000,122716
20151009,000000,1153.4000000,1159.3000000,1150.3000000,1155.6000000,88590
20151011,000000,1155.0000000,1166.4000000,1154.3000000,1164.0000000,27569
20151012,000000,1164.0000000,1168.6000000,1152.0000000,1155.6000000,104192
20151013,000000,1155.7000000,1176.1000000,1151.3000000,1174.5000000,127790
20151014,000000,1174.4000000,1189.9000000,1162.5000000,1183.9000000,164645
20151015,000000,1183.8000000,1191.7000000,1174.0000000,1176.8000000,163983
20151016,000000,1176.8000000,1184.8000000,1174.3000000,1177.3000000,78116
20151018,000000,1176.9000000,1178.0000000,1170.5000000,1172.8000000,30594
20151019,000000,1172.8000000,1178.2000000,1167.2000000,1173.4000000,94110
20151020,000000,1173.4000000,1181.4000000,1170.5000000,1175.8000000,117890
20151021,000000,1175.7000000,1177.8000000,1163.2000000,1166.9000000,110161
20151022,000000,1167.0000000,1175.1000000,1161.4000000,1174.1000000,114173
20151023,000000,1174.2000000,1179.4000000,1158.6000000,1164.0000000,113938
20151025,000000,1163.8000000,1166.2000000,1162.0000000,1165.4000000,21964
20151026,000000,1165.4000000,1169.6000000,1162.2000000,1165.3000000,71376
20151027,000000,1165.3000000,1172.8000000,1160.5000000,1172.2000000,85692
20151028,000000,1172.2000000,1183.1000000,1152.1000000,1159.4000000,179964
20151029,000000,1159.4000000,1161.8000000,1144.2000000,1148.4000000,134654
20151030,000000,1148.5000000,1149.1000000,1138.4000000,1141.7000000,79078
20151101,000000,1141.3000000,1142.7000000,1133.8000000,1137.5000000,32489
20151102,000000,1137.6000000,1138.7000000,1130.2000000,1131.3000000,86649
20151103,000000,1131.2000000,1132.3000000,1113.6000000,1117.6000000,144123
20151104,000000,1117.7000000,1120.8000000,1105.6000000,1106.9000000,139026
20151105,000000,1107.0000000,1110.4000000,1102.2000000,1107.0000000,97179
20151106,000000,1107.0000000,1108.6000000,1084.5000000,1088.9000000,134061
20151108,000000,1089.1000000,1094.0000000,1088.3000000,1093.1000000,40217
20151109,000000,1093.0000000,1094.9000000,1087.4000000,1092.3000000,103781
20151110,000000,1092.3000000,1093.8000000,1084.0000000,1088.7000000,113011
20151111,000000,1088.6000000,1089.4000000,1083.2000000,1086.9000000,87804
20151112,000000,1086.9000000,1089.0000000,1073.0000000,1083.4000000,157520
20151113,000000,1083.3000000,1088.0000000,1078.9000000,1083.4000000,82903
20151115,000000,1087.9000000,1097.4000000,1085.2000000,1092.1000000,56382
20151116,000000,1092.1000000,1092.7000000,1075.6000000,1079.4000000,112064
20151117,000000,1079.5000000,1083.1000000,1062.0000000,1069.2000000,156078
20151118,000000,1069.2000000,1078.7000000,1064.8000000,1073.1000000,123345
20151119,000000,1073.0000000,1087.2000000,1068.3000000,1085.1000000,143256
20151120,000000,1085.1000000,1086.0000000,1074.9000000,1076.7000000,68005
20151122,000000,1076.4000000,1076.5000000,1066.5000000,1068.0000000,40247
20151123,000000,1068.0000000,1074.5000000,1065.0000000,1073.8000000,97780
20151124,000000,1073.8000000,1080.7000000,1071.7000000,1072.4000000,107002
20151125,000000,1072.5000000,1074.3000000,1067.1000000,1071.2000000,64083
20151126,000000,1071.3000000,1072.6000000,1062.8000000,1064.2000000,8089
20151127,000000,1064.2000000,1065.3000000,1051.1000000,1055.9000000,9271
20151129,000000,1056.5000000,1057.8000000,1052.1000000,1055.1000000,963
20151130,000000,1055.7000000,1074.0000000,1055.2000000,1068.5000000,48384
20151201,000000,1068.7000000,1071.9000000,1063.0000000,1066.3000000,76939
20151202,000000,1066.3000000,1066.9000000,1045.4000000,1049.9000000,135699
20151203,000000,1049.9000000,1064.5000000,1048.8000000,1061.1000000,147528
20151204,000000,1061.1000000,1088.3000000,1059.2000000,1085.8000000,163170
20151206,000000,1082.3000000,1086.1000000,1081.6000000,1082.8000000,30973
20151207,000000,1082.7000000,1082.9000000,1065.0000000,1071.2000000,105687
20151208,000000,1071.2000000,1080.8000000,1066.8000000,1077.8000000,113624
20151209,000000,1077.8000000,1085.0000000,1068.7000000,1071.9000000,130682
20151210,000000,1071.9000000,1074.9000000,1061.7000000,1063.8000000,100843
20151211,000000,1063.9000000,1079.1000000,1061.8000000,1073.7000000,99773
20151213,000000,1073.0000000,1077.3000000,1065.0000000,1065.8000000,38250
20151214,000000,1065.7000000,1074.6000000,1057.4000000,1065.0000000,116452
20151215,000000,1065.0000000,1067.0000000,1059.0000000,1063.6000000,84851
20151216,000000,1063.7000000,1077.9000000,1061.0000000,1065.0000000,140060
20151217,000000,1065.0000000,1067.6000000,1046.8000000,1055.5000000,140160
20151218,000000,1055.5000000,1071.0000000,1054.9000000,1065.6000000,74570
20151220,000000,1065.2000000,1073.3000000,1063.1000000,1071.8000000,26994
20151221,000000,1071.7000000,1081.4000000,1066.3000000,1077.1000000,100915
20151222,000000,1077.0000000,1080.3000000,1069.0000000,1071.3000000,71804
20151223,000000,1071.2000000,1073.9000000,1067.6000000,1071.6000000,55997
20151224,000000,1071.4000000,1076.6000000,1070.7000000,1075.8000000,25160
20151227,000000,1075.2000000,1076.5000000,1070.0000000,1071.2000000,19606
20151228,000000,1071.3000000,1074.4000000,1065.7000000,1068.7000000,70255
20151229,000000,1068.7000000,1072.6000000,1065.2000000,1066.5000000,68920
20151230,000000,1066.5000000,1069.0000000,1058.5000000,1061.6000000,65500
20151231,000000,1061.6000000,1062.6000000,1056.5000000,1060.5000000,32401
20160103,000000,1061.5000000,1073.4000000,1061.0000000,1072.1000000,42821
20160104,000000,1072.0000000,1083.0000000,1069.7000000,1076.9000000,133890
20160105,000000,1076.9000000,1085.7000000,1074.4000000,1084.8000000,107948
20160106,000000,1084.9000000,1102.5000000,1079.5000000,1095.6000000,185441
20160107,000000,1095.7000000,1113.1000000,1095.5000000,1097.8000000,173276
20160108,000000,1097.6000000,1105.5000000,1091.8000000,1104.1000000,115609
20160110,000000,1103.6000000,1108.3000000,1098.7000000,1103.6000000,45445
20160111,000000,1103.7000000,1105.5000000,1089.5000000,1091.5000000,133767
20160112,000000,1091.6000000,1093.1000000,1079.4000000,1081.9000000,131231
20160113,000000,1081.9000000,1095.6000000,1080.2000000,1090.6000000,121446
20160114,000000,1090.6000000,1093.1000000,1071.1000000,1080.5000000,143781
20160115,000000,1080.6000000,1097.5000000,1080.0000000,1088.6000000,117326
20160117,000000,1089.3000000,1093.3000000,1087.3000000,1090.4000000,26190
20160118,000000,1090.3000000,1094.5000000,1085.2000000,1087.0000000,49546
20160119,000000,1087.0000000,1097.0000000,1082.1000000,1094.7000000,100203
20160120,000000,1094.8000000,1109.9000000,1094.0000000,1097.5000000,159479
20160121,000000,1097.6000000,1103.0000000,1092.5000000,1097.9000000,128057
20160122,000000,1098.0000000,1103.5000000,1094.4000000,1098.2000000,66361
20160124,000000,1097.8000000,1106.1000000,1097.6000000,1104.3000000,27338
20160125,000000,1104.4000000,1118.0000000,1103.5000000,1114.1000000,112779
20160126,000000,1113.9000000,1123.2000000,1109.7000000,1117.1000000,110659
20160127,000000,1117.2000000,1128.0000000,1114.9000000,1118.2000000,72377
20160128,000000,1118.2000000,1122.2000000,1108.8000000,1113.3000000,12742
20160129,000000,1112.7000000,1118.6000000,1111.1000000,1118.0000000,2620
20160131,000000,1118.0000000,1124.3000000,1115.3000000,1123.0000000,30344
20160201,000000,1122.9000000,1131.0000000,1119.1000000,1125.2000000,105654
20160202,000000,1125.2000000,1131.5000000,1122.6000000,1130.4000000,106209
20160203,000000,1130.4000000,1148.0000000,1125.6000000,1147.6000000,183239
20160204,000000,1147.7000000,1159.4000000,1145.3000000,1159.4000000,151050
20160205,000000,1159.5000000,1175.0000000,1145.5000000,1174.1000000,169804
20160207,000000,1174.0000000,1178.0000000,1164.5000000,1176.4000000,42110
20160208,000000,1176.4000000,1201.4000000,1172.1000000,1189.3000000,231116
20160209,000000,1189.4000000,1199.3000000,1181.8000000,1182.6000000,161882
20160210,000000,1182.6000000,1230.4000000,1181.6000000,1224.8000000,201493
20160211,000000,1224.9000000,1263.9000000,1224.2000000,1242.6000000,311275
20160212,000000,1242.5000000,1243.8000000,1232.9000000,1238.5000000,109447
20160214,000000,1236.3000000,1236.3000000,1207.7000000,1210.2000000,78374
20160215,000000,1210.2000000,1214.8000000,1191.5000000,1212.0000000,126281
20160216,000000,1212.0000000,1217.6000000,1196.2000000,1203.0000000,152627
20160217,000000,1202.9000000,1214.4000000,1201.8000000,1203.4000000,133226
20160218,000000,1203.3000000,1240.6000000,1201.3000000,1222.9000000,183035
20160219,000000,1222.8000000,1235.3000000,1222.6000000,1226.6000000,113266
20160221,000000,1226.9000000,1226.9000000,1203.1000000,1205.2000000,60495
20160222,000000,1205.1000000,1223.4000000,1202.5000000,1218.8000000,149453
20160223,000000,1218.9000000,1239.4000000,1215.1000000,1237.1000000,167831
20160224,000000,1236.8000000,1254.3000000,1221.8000000,1236.0000000,179759
20160225,000000,1235.9000000,1244.4000000,1226.2000000,1233.4000000,171486
20160226,000000,1233.5000000,1238.9000000,1212.0000000,1222.8000000,161560
20160228,000000,1223.1000000,1236.1000000,1216.3000000,1234.9000000,60192
20160229,000000,1234.8000000,1249.3000000,1226.8000000,1240.4000000,165194
20160301,000000,1240.4000000,1248.8000000,1225.1000000,1231.1000000,179071
20160302,000000,1231.1000000,1245.4000000,1228.0000000,1242.8000000,153069
20160303,000000,1242.9000000,1275.9000000,1240.6000000,1274.4000000,232226
20160304,000000,1274.4000000,1280.7000000,1250.1000000,1260.1000000,250268
20160306,000000,1260.5000000,1269.9000000,1257.4000000,1269.2000000,57465
20160307,000000,1269.2000000,1277.3000000,1260.2000000,1274.8000000,162064
20160308,000000,1274.9000000,1279.0000000,1252.3000000,1257.6000000,175396
20160309,000000,1257.6000000,1259.9000000,1243.6000000,1248.8000000,171524
20160310,000000,1248.7000000,1287.8000000,1237.5000000,1265.8000000,306842
20160311,000000,1265.6000000,1270.8000000,1249.0000000,1251.1000000,115688
20160313,000000,1250.9000000,1257.8000000,1248.7000000,1256.8000000,34005
20160314,000000,1257.0000000,1261.9000000,1226.0000000,1235.9000000,188151
20160315,000000,1235.9000000,1238.7000000,1228.0000000,1232.2000000,126064
20160316,000000,1232.2000000,1269.1000000,1227.0000000,1267.6000000,205025
20160317,000000,1267.5000000,1271.9000000,1253.2000000,1256.0000000,175651
20160318,000000,1255.9000000,1259.3000000,1248.4000000,1256.0000000,90305
20160320,000000,1255.2000000,1256.7000000,1241.2000000,1243.9000000,39711
20160321,000000,1243.8000000,1260.9000000,1242.3000000,1252.7000000,116778
20160322,000000,1252.7000000,1257.5000000,1231.5000000,1235.0000000,137907
20160323,000000,1234.9000000,1235.4000000,1211.2000000,1216.6000000,184293
20160324,000000,1216.6000000,1224.2000000,1215.9000000,1216.7000000,73227
20160327,000000,1216.0000000,1218.8000000,1206.0000000,1215.6000000,28905
20160328,000000,1215.5000000,1223.2000000,1214.7000000,1218.0000000,66913
20160329,000000,1218.0000000,1245.0000000,1216.1000000,1239.7000000,78007
20160330,000000,1239.8000000,1240.0000000,1223.4000000,1235.0000000,12685
20160331,000000,1235.1000000,1239.6000000,1231.1000000,1234.9000000,26847
20160401,000000,1235.0000000,1235.8000000,1210.3000000,1223.6000000,153734
20160403,000000,1223.0000000,1224.0000000,1216.0000000,1218.0000000,25850
20160404,000000,1218.1000000,1236.5000000,1215.7000000,1234.3000000,111200
